review_id,product_name,category,rating,review_text,true_sentiment,reviewer_age,helpful_votes
615,Yoga Mat,Clothing,2,Poor packaging and the item stopped working immediately. The size was perfect.,Negative,30,33
616,Shampoo,Books,1,Very disappointed. Product broke after just two days.,Negative,36,45
617,Laptop,Electronics,1,Poor packaging and the item stopped working immediately. Very impressed overall.,Negative,29,47
618,Coffee Maker,Beauty,1,Very disappointed. Product broke after just two days. Good build quality.,Negative,42,32
619,Dumbbells,Sports,2,"Terrible quality, looks nothing like the pictures online.",Negative,52,33
620,Jeans,Sports,1,"Terrible quality, looks nothing like the pictures online. The size was perfect.",Negative,29,38
621,Jeans,Books,1,Very disappointed. Product broke after just two days. Recommended to friends.,Negative,47,9
622,Laptop,Beauty,1,Poor packaging and the item stopped working immediately.,Negative,22,19
623,Novel,Books,1,Poor packaging and the item stopped working immediately. Delivery was quick.,Negative,51,0
624,T-Shirt,Clothing,2,Horrible experience from order to delivery. Avoid this seller. Recommended to friends.,Negative,39,12
625,Shampoo,Home & Kitchen,1,Horrible experience from order to delivery. Avoid this seller.,Negative,56,0
626,Novel,Beauty,2,Very disappointed. Product broke after just two days. Not what I expected though.,Negative,30,4
627,Laptop,Home & Kitchen,1,Worst purchase ever. Complete waste of money. The size was perfect.,Negative,64,15
628,Shampoo,Clothing,4,Poor packaging and the item stopped working immediately. Packaging was neat.,Negative,20,14
629,Coffee Maker,Home & Kitchen,2,Not worth the price. Very cheap materials used. Good build quality.,Negative,37,48
630,Novel,Electronics,2,Shipping took forever and the product was defective on arrival. Delivery was quick.,Negative,48,27
631,Blender,Home & Kitchen,1,Customer service was rude and unhelpful. Never buying again.,Negative,22,30
632,Novel,Clothing,2,Extremely fragile. Broke on first use. Very disappointing. Good build quality.,Negative,41,22
633,Headphones,Home & Kitchen,2,Customer service was rude and unhelpful. Never buying again. Delivery was quick.,Negative,57,47
634,Dumbbells,Sports,2,Horrible experience from order to delivery. Avoid this seller.,Negative,50,44
635,Face Cream,Books,2,Not worth the price. Very cheap materials used.,Negative,25,42
636,Yoga Mat,Electronics,2,"Terrible quality, looks nothing like the pictures online.",Negative,41,16
637,Dumbbells,Sports,1,Extremely fragile. Broke on first use. Very disappointing. The size was perfect.,Negative,37,48
638,Novel,Sports,1,Worst purchase ever. Complete waste of money.,Negative,33,33
639,T-Shirt,Clothing,1,Extremely fragile. Broke on first use. Very disappointing.,Negative,29,12
640,Dumbbells,Books,2,Shipping took forever and the product was defective on arrival. Not what I expected though.,Negative,30,13
641,Shampoo,Books,2,Extremely fragile. Broke on first use. Very disappointing.,Negative,62,10
642,T-Shirt,Beauty,1,"Terrible quality, looks nothing like the pictures online.",Negative,59,27
643,Dumbbells,Electronics,1,Worst purchase ever. Complete waste of money.,Negative,56,41
644,Shampoo,Clothing,2,Shipping took forever and the product was defective on arrival. Would buy again.,Negative,42,31
645,Novel,Electronics,1,Horrible experience from order to delivery. Avoid this seller.,Negative,63,34
646,Shampoo,Beauty,1,Poor packaging and the item stopped working immediately.,Negative,49,30
647,Python Guide,Home & Kitchen,1,Very disappointed. Product broke after just two days. The size was perfect.,Negative,41,16
648,Jeans,Sports,2,Product arrived damaged and return process was a nightmare. Not what I expected though.,Negative,64,46
649,Dumbbells,Electronics,2,Shipping took forever and the product was defective on arrival.,Negative,61,8
650,Novel,Sports,2,Customer service was rude and unhelpful. Never buying again. Delivery was quick.,Negative,26,9
651,Jeans,Clothing,2,Customer service was rude and unhelpful. Never buying again. Recommended to friends.,Negative,57,7
653,Shampoo,Clothing,1,Customer service was rude and unhelpful. Never buying again.,Negative,30,12
654,Laptop,Home & Kitchen,1,"Terrible quality, looks nothing like the pictures online.",Negative,49,49
655,Blender,Home & Kitchen,1,"Terrible quality, looks nothing like the pictures online. Very impressed overall.",Negative,32,4
656,Novel,Sports,2,Poor packaging and the item stopped working immediately. Would buy again.,Negative,53,5
657,T-Shirt,Clothing,1,Worst purchase ever. Complete waste of money.,Negative,22,29
658,Python Guide,Clothing,1,Worst purchase ever. Complete waste of money. Good build quality.,Negative,39,30
659,Coffee Maker,Electronics,1,Product arrived damaged and return process was a nightmare. Would buy again.,Negative,33,16
660,Jeans,Clothing,1,Horrible experience from order to delivery. Avoid this seller. Good build quality.,Negative,58,10
661,Face Cream,Electronics,1,Extremely fragile. Broke on first use. Very disappointing. Delivery was quick.,Negative,27,19
662,Jeans,Books,1,"Terrible quality, looks nothing like the pictures online.",Negative,41,47
663,Headphones,Books,2,Product arrived damaged and return process was a nightmare.,Negative,35,8
664,Yoga Mat,Books,1,Not worth the price. Very cheap materials used.,Negative,35,1
665,Novel,Beauty,2,Shipping took forever and the product was defective on arrival. Very impressed overall.,Negative,24,36
666,Blender,Clothing,2,"Terrible quality, looks nothing like the pictures online.",Negative,21,0
667,Face Cream,Beauty,1,Very disappointed. Product broke after just two days.,Negative,43,3
668,T-Shirt,Clothing,2,Not worth the price. Very cheap materials used.,Negative,22,35
669,T-Shirt,Electronics,2,Worst purchase ever. Complete waste of money. Packaging was neat.,Negative,33,24
670,T-Shirt,Beauty,2,Very disappointed. Product broke after just two days. Good build quality.,Negative,52,2
671,Coffee Maker,Beauty,2,Customer service was rude and unhelpful. Never buying again. Packaging was neat.,Negative,43,8
672,Headphones,Beauty,2,Horrible experience from order to delivery. Avoid this seller.,Negative,35,21
673,T-Shirt,Home & Kitchen,2,Horrible experience from order to delivery. Avoid this seller.,Negative,46,22
674,Shampoo,Electronics,2,Not worth the price. Very cheap materials used.,Negative,40,11
675,T-Shirt,Books,4,Customer service was rude and unhelpful. Never buying again. Very impressed overall.,Negative,31,9
676,Novel,Electronics,2,Very disappointed. Product broke after just two days.,Negative,32,33
677,Headphones,Home & Kitchen,2,Poor packaging and the item stopped working immediately.,Negative,50,42
678,Dumbbells,Clothing,2,Not worth the price. Very cheap materials used. Packaging was neat.,Negative,42,9
679,Python Guide,Electronics,1,Product arrived damaged and return process was a nightmare. The size was perfect.,Negative,38,29
680,Python Guide,Beauty,2,Very disappointed. Product broke after just two days. Good build quality.,Negative,34,21
681,Headphones,Books,2,Poor packaging and the item stopped working immediately.,Negative,40,5
682,Yoga Mat,Books,1,Customer service was rude and unhelpful. Never buying again.,Negative,60,49
683,Coffee Maker,Clothing,2,"Terrible quality, looks nothing like the pictures online.",Negative,34,1
684,Face Cream,Electronics,2,Product arrived damaged and return process was a nightmare. Not what I expected though.,Negative,31,29
685,Shampoo,Home & Kitchen,2,Very disappointed. Product broke after just two days.,Negative,46,1
686,Jeans,Clothing,2,Poor packaging and the item stopped working immediately.,Negative,37,31
687,Novel,Electronics,2,Product arrived damaged and return process was a nightmare.,Negative,47,41
688,Laptop,Sports,2,Worst purchase ever. Complete waste of money.,Negative,36,15
689,Python Guide,Books,2,Horrible experience from order to delivery. Avoid this seller.,Negative,56,11
690,Dumbbells,Home & Kitchen,2,"Terrible quality, looks nothing like the pictures online. Would buy again.",Negative,30,0
691,Headphones,Beauty,1,"Terrible quality, looks nothing like the pictures online.",Negative,35,7
692,Face Cream,Home & Kitchen,1,Not worth the price. Very cheap materials used. Good build quality.,Negative,40,47
693,Headphones,Beauty,1,"Terrible quality, looks nothing like the pictures online.",Negative,63,49
694,Jeans,Home & Kitchen,2,Poor packaging and the item stopped working immediately.,Negative,50,12
695,Face Cream,Books,1,Customer service was rude and unhelpful. Never buying again. Recommended to friends.,Negative,56,14
696,Python Guide,Beauty,1,Extremely fragile. Broke on first use. Very disappointing.,Negative,57,43
697,T-Shirt,Electronics,1,Product arrived damaged and return process was a nightmare.,Negative,35,7
698,Shampoo,Beauty,1,Shipping took forever and the product was defective on arrival.,Negative,26,9
699,Headphones,Clothing,2,Poor packaging and the item stopped working immediately. Delivery was quick.,Negative,50,45
700,Shampoo,Electronics,1,"Terrible quality, looks nothing like the pictures online. Packaging was neat.",Negative,49,4
701,Shampoo,Clothing,1,Horrible experience from order to delivery. Avoid this seller.,Negative,34,49
702,Shampoo,Home & Kitchen,2,"Terrible quality, looks nothing like the pictures online.",Negative,36,18
703,Dumbbells,Electronics,2,Horrible experience from order to delivery. Avoid this seller. Good build quality.,Negative,44,46
704,Laptop,Home & Kitchen,1,Very disappointed. Product broke after just two days.,Negative,23,37
705,Python Guide,Sports,2,Shipping took forever and the product was defective on arrival. Very impressed overall.,Negative,52,10
706,Shampoo,Home & Kitchen,1,Very disappointed. Product broke after just two days. Packaging was neat.,Negative,54,42
707,Dumbbells,Home & Kitchen,2,Product arrived damaged and return process was a nightmare. The size was perfect.,Negative,51,19
708,Blender,Clothing,2,Horrible experience from order to delivery. Avoid this seller.,Negative,37,19
709,Laptop,Beauty,2,"Terrible quality, looks nothing like the pictures online. Delivery was quick.",Negative,42,20
710,Yoga Mat,Sports,1,Not worth the price. Very cheap materials used. The size was perfect.,Negative,21,17
711,Coffee Maker,Home & Kitchen,2,Not worth the price. Very cheap materials used.,Negative,27,49
712,Python Guide,Home & Kitchen,1,Not worth the price. Very cheap materials used.,Negative,27,9
713,T-Shirt,Sports,1,"Terrible quality, looks nothing like the pictures online.",Negative,41,33
714,Python Guide,Sports,2,Customer service was rude and unhelpful. Never buying again. Delivery was quick.,Negative,38,25
715,Jeans,Electronics,1,"Terrible quality, looks nothing like the pictures online. The size was perfect.",Negative,28,29
716,Face Cream,Clothing,1,Extremely fragile. Broke on first use. Very disappointing.,Negative,44,8
717,Headphones,Sports,1,Very disappointed. Product broke after just two days.,Negative,33,45
718,Shampoo,Sports,2,Poor packaging and the item stopped working immediately. Not what I expected though.,Negative,43,30
719,Face Cream,Books,1,Very disappointed. Product broke after just two days.,Negative,47,41
720,Face Cream,Beauty,2,Extremely fragile. Broke on first use. Very disappointing. Would buy again.,Negative,33,3
722,Python Guide,Clothing,4,Very disappointed. Product broke after just two days.,Negative,33,13
723,Shampoo,Beauty,2,Poor packaging and the item stopped working immediately.,Negative,52,3
724,Jeans,Beauty,2,Worst purchase ever. Complete waste of money.,Negative,33,25
725,Shampoo,Home & Kitchen,1,Horrible experience from order to delivery. Avoid this seller. The size was perfect.,Negative,57,46
726,Headphones,Home & Kitchen,2,Worst purchase ever. Complete waste of money. Good build quality.,Negative,29,47
727,Headphones,Home & Kitchen,1,"Terrible quality, looks nothing like the pictures online.",Negative,52,38
728,Face Cream,Home & Kitchen,1,Product arrived damaged and return process was a nightmare. The size was perfect.,Negative,38,16
729,Yoga Mat,Books,1,Product arrived damaged and return process was a nightmare.,Negative,60,18
730,Coffee Maker,Sports,2,Product arrived damaged and return process was a nightmare.,Negative,53,48
731,Jeans,Home & Kitchen,1,Customer service was rude and unhelpful. Never buying again. Good build quality.,Negative,34,5
732,Yoga Mat,Electronics,2,Extremely fragile. Broke on first use. Very disappointing. Recommended to friends.,Negative,49,28
733,Novel,Home & Kitchen,1,Product arrived damaged and return process was a nightmare.,Negative,58,10
734,Novel,Sports,2,Extremely fragile. Broke on first use. Very disappointing. Not what I expected though.,Negative,23,15
735,Laptop,Home & Kitchen,2,Not worth the price. Very cheap materials used. Would buy again.,Negative,41,29
736,Face Cream,Books,1,Customer service was rude and unhelpful. Never buying again. Delivery was quick.,Negative,44,24
737,Headphones,Clothing,1,Worst purchase ever. Complete waste of money.,Negative,37,39
738,Python Guide,Clothing,2,Customer service was rude and unhelpful. Never buying again.,Negative,42,10
739,Headphones,Sports,1,Customer service was rude and unhelpful. Never buying again. Not what I expected though.,Negative,19,6
740,Dumbbells,Clothing,2,Worst purchase ever. Complete waste of money. Recommended to friends.,Negative,26,25
741,Dumbbells,Clothing,2,Customer service was rude and unhelpful. Never buying again. Recommended to friends.,Negative,45,21
742,Headphones,Electronics,1,Very disappointed. Product broke after just two days. Recommended to friends.,Negative,55,24
743,Dumbbells,Sports,2,Not worth the price. Very cheap materials used. Packaging was neat.,Negative,20,18
744,T-Shirt,Sports,2,Horrible experience from order to delivery. Avoid this seller. Packaging was neat.,Negative,37,30
745,Headphones,Clothing,1,Extremely fragile. Broke on first use. Very disappointing.,Negative,23,25
746,Laptop,Clothing,1,Very disappointed. Product broke after just two days. Recommended to friends.,Negative,56,41
747,Yoga Mat,Clothing,2,Shipping took forever and the product was defective on arrival. Very impressed overall.,Negative,50,40
748,Novel,Beauty,1,Poor packaging and the item stopped working immediately. The size was perfect.,Negative,18,35
749,Headphones,Books,1,Shipping took forever and the product was defective on arrival. Packaging was neat.,Negative,54,22
750,Headphones,Home & Kitchen,2,Extremely fragile. Broke on first use. Very disappointing. Not what I expected though.,Negative,23,46
751,Dumbbells,Books,1,Poor packaging and the item stopped working immediately. Recommended to friends.,Negative,62,12
752,Shampoo,Sports,2,Not worth the price. Very cheap materials used. Good build quality.,Negative,51,24
753,T-Shirt,Electronics,2,Horrible experience from order to delivery. Avoid this seller.,Negative,64,1
754,Jeans,Home & Kitchen,2,Horrible experience from order to delivery. Avoid this seller. Good build quality.,Negative,32,1
755,Python Guide,Electronics,2,Very disappointed. Product broke after just two days.,Negative,62,15
756,Jeans,Beauty,2,Product arrived damaged and return process was a nightmare.,Negative,43,8
757,Python Guide,Sports,2,Shipping took forever and the product was defective on arrival. Very impressed overall.,Negative,31,27
758,Coffee Maker,Beauty,2,Extremely fragile. Broke on first use. Very disappointing. Recommended to friends.,Negative,24,12
759,Headphones,Sports,2,Worst purchase ever. Complete waste of money. The size was perfect.,Negative,63,34
760,T-Shirt,Electronics,2,Extremely fragile. Broke on first use. Very disappointing. Packaging was neat.,Negative,48,40
761,Blender,Electronics,2,Very disappointed. Product broke after just two days. Recommended to friends.,Negative,41,12
762,Dumbbells,Electronics,1,Very disappointed. Product broke after just two days.,Negative,48,30
763,Face Cream,Sports,1,Very disappointed. Product broke after just two days.,Negative,46,20
764,Dumbbells,Clothing,1,Product arrived damaged and return process was a nightmare. Very impressed overall.,Negative,59,31
765,Novel,Electronics,2,Extremely fragile. Broke on first use. Very disappointing. Recommended to friends.,Negative,49,33
766,Yoga Mat,Beauty,2,Not worth the price. Very cheap materials used.,Negative,34,7
767,Novel,Home & Kitchen,1,Not worth the price. Very cheap materials used.,Negative,31,40
768,Yoga Mat,Sports,2,"Terrible quality, looks nothing like the pictures online.",Negative,57,47
769,Coffee Maker,Beauty,1,Extremely fragile. Broke on first use. Very disappointing. Would buy again.,Negative,53,1
770,Jeans,Books,2,Horrible experience from order to delivery. Avoid this seller.,Negative,41,37
771,Laptop,Books,2,Extremely fragile. Broke on first use. Very disappointing. Would buy again.,Negative,62,31
772,Headphones,Home & Kitchen,2,Extremely fragile. Broke on first use. Very disappointing.,Negative,44,39
773,Blender,Clothing,2,Worst purchase ever. Complete waste of money. Delivery was quick.,Negative,42,27
774,Yoga Mat,Electronics,2,Horrible experience from order to delivery. Avoid this seller. Not what I expected though.,Negative,49,36
775,Face Cream,Sports,1,Customer service was rude and unhelpful. Never buying again.,Negative,35,40
776,Yoga Mat,Beauty,4,Very disappointed. Product broke after just two days. The size was perfect.,Negative,63,0
777,Shampoo,Electronics,2,Shipping took forever and the product was defective on arrival.,Negative,35,40
778,Laptop,Beauty,2,Poor packaging and the item stopped working immediately.,Negative,54,9
779,Shampoo,Sports,2,Customer service was rude and unhelpful. Never buying again.,Negative,43,3
780,Novel,Books,1,"Terrible quality, looks nothing like the pictures online. Very impressed overall.",Negative,26,34
781,T-Shirt,Electronics,2,Product arrived damaged and return process was a nightmare.,Negative,52,9
782,Novel,Home & Kitchen,1,Shipping took forever and the product was defective on arrival. Delivery was quick.,Negative,25,46
783,Coffee Maker,Clothing,2,Horrible experience from order to delivery. Avoid this seller.,Negative,37,10
784,T-Shirt,Home & Kitchen,2,Poor packaging and the item stopped working immediately.,Negative,59,13
785,Novel,Clothing,1,"Terrible quality, looks nothing like the pictures online.",Negative,39,37
786,Face Cream,Beauty,2,Worst purchase ever. Complete waste of money. Delivery was quick.,Negative,36,11
787,Dumbbells,Electronics,2,Customer service was rude and unhelpful. Never buying again.,Negative,47,44
788,Novel,Electronics,1,Horrible experience from order to delivery. Avoid this seller. Not what I expected though.,Negative,45,16
789,Face Cream,Clothing,1,Not worth the price. Very cheap materials used.,Negative,52,15
790,Face Cream,Books,2,Horrible experience from order to delivery. Avoid this seller.,Negative,60,34
791,Dumbbells,Sports,1,Not worth the price. Very cheap materials used. Very impressed overall.,Negative,28,1
792,T-Shirt,Home & Kitchen,2,Very disappointed. Product broke after just two days.,Negative,48,10
793,Jeans,Beauty,2,Shipping took forever and the product was defective on arrival. Good build quality.,Negative,56,40
794,Python Guide,Home & Kitchen,2,Extremely fragile. Broke on first use. Very disappointing.,Negative,53,2
795,Headphones,Home & Kitchen,2,Shipping took forever and the product was defective on arrival.,Negative,47,28
796,Yoga Mat,Beauty,2,Customer service was rude and unhelpful. Never buying again. Very impressed overall.,Negative,40,17
797,Python Guide,Beauty,2,Very disappointed. Product broke after just two days. Not what I expected though.,Negative,36,19
798,Laptop,Electronics,2,Customer service was rude and unhelpful. Never buying again. Recommended to friends.,Negative,29,46
799,Jeans,Home & Kitchen,1,Shipping took forever and the product was defective on arrival. The size was perfect.,Negative,32,13
800,Python Guide,Sports,2,Product arrived damaged and return process was a nightmare. Delivery was quick.,Negative,48,33
801,T-Shirt,Sports,1,Customer service was rude and unhelpful. Never buying again. Delivery was quick.,Negative,60,48
802,Laptop,Clothing,1,Customer service was rude and unhelpful. Never buying again.,Negative,54,30
803,Blender,Beauty,1,"Terrible quality, looks nothing like the pictures online.",Negative,54,39
804,Jeans,Electronics,2,Not worth the price. Very cheap materials used.,Negative,32,41
805,Python Guide,Sports,2,Not worth the price. Very cheap materials used. Would buy again.,Negative,46,17
806,Laptop,Books,2,Worst purchase ever. Complete waste of money.,Negative,60,29
807,Blender,Electronics,1,Extremely fragile. Broke on first use. Very disappointing. Recommended to friends.,Negative,43,24
808,Novel,Electronics,2,Extremely fragile. Broke on first use. Very disappointing.,Negative,61,18
809,Laptop,Sports,1,Poor packaging and the item stopped working immediately.,Negative,19,7
810,Shampoo,Books,1,Poor packaging and the item stopped working immediately. Very impressed overall.,Negative,37,27
811,Dumbbells,Clothing,2,Horrible experience from order to delivery. Avoid this seller. The size was perfect.,Negative,32,7
812,T-Shirt,Sports,2,Horrible experience from order to delivery. Avoid this seller. Not what I expected though.,Negative,21,30
813,Novel,Books,2,Worst purchase ever. Complete waste of money. Recommended to friends.,Negative,39,2
814,T-Shirt,Electronics,2,Poor packaging and the item stopped working immediately.,Negative,55,2
815,Python Guide,Books,2,Extremely fragile. Broke on first use. Very disappointing.,Negative,40,43
816,Headphones,Electronics,1,Not worth the price. Very cheap materials used.,Negative,43,21
817,Python Guide,Sports,1,Worst purchase ever. Complete waste of money.,Negative,28,16
818,Novel,Beauty,2,"Terrible quality, looks nothing like the pictures online.",Negative,45,35
819,Face Cream,Sports,1,Customer service was rude and unhelpful. Never buying again. Recommended to friends.,Negative,19,16
820,Python Guide,Home & Kitchen,2,Not worth the price. Very cheap materials used. Not what I expected though.,Negative,25,13
821,Novel,Home & Kitchen,2,Poor packaging and the item stopped working immediately.,Negative,46,8
822,Laptop,Home & Kitchen,2,Very disappointed. Product broke after just two days. Delivery was quick.,Negative,28,29
823,Coffee Maker,Sports,2,Customer service was rude and unhelpful. Never buying again. The size was perfect.,Negative,54,20
824,Python Guide,Clothing,1,Poor packaging and the item stopped working immediately.,Negative,35,11
825,Laptop,Sports,1,Product arrived damaged and return process was a nightmare.,Negative,31,36
826,T-Shirt,Beauty,1,Product arrived damaged and return process was a nightmare.,Negative,27,31
827,Shampoo,Books,2,Not worth the price. Very cheap materials used.,Negative,52,10
828,Jeans,Sports,2,Customer service was rude and unhelpful. Never buying again.,Negative,26,19
829,Headphones,Sports,1,Poor packaging and the item stopped working immediately.,Negative,52,34
830,T-Shirt,Electronics,1,"Terrible quality, looks nothing like the pictures online. Would buy again.",Negative,28,46
831,T-Shirt,Electronics,1,Worst purchase ever. Complete waste of money. Recommended to friends.,Negative,61,45
832,Novel,Electronics,1,Horrible experience from order to delivery. Avoid this seller.,Negative,29,10
833,Face Cream,Sports,1,"Terrible quality, looks nothing like the pictures online.",Negative,20,7
834,Yoga Mat,Clothing,1,Shipping took forever and the product was defective on arrival.,Negative,56,3
835,Coffee Maker,Books,1,Extremely fragile. Broke on first use. Very disappointing.,Negative,31,26
836,Face Cream,Books,1,Worst purchase ever. Complete waste of money.,Negative,45,43
837,Novel,Beauty,1,Worst purchase ever. Complete waste of money.,Negative,28,39
838,Dumbbells,Clothing,2,Very disappointed. Product broke after just two days. Packaging was neat.,Negative,56,37
839,Headphones,Clothing,1,Shipping took forever and the product was defective on arrival. Packaging was neat.,Negative,42,46
840,Coffee Maker,Books,1,Customer service was rude and unhelpful. Never buying again.,Negative,38,29
841,Coffee Maker,Home & Kitchen,1,Customer service was rude and unhelpful. Never buying again. Packaging was neat.,Negative,27,43
842,Novel,Electronics,1,"Terrible quality, looks nothing like the pictures online.",Negative,60,47
843,Blender,Electronics,2,Customer service was rude and unhelpful. Never buying again.,Negative,32,47
844,T-Shirt,Books,1,Worst purchase ever. Complete waste of money.,Negative,36,26
845,Shampoo,Clothing,1,Poor packaging and the item stopped working immediately. Not what I expected though.,Negative,39,20
846,Jeans,Beauty,2,Poor packaging and the item stopped working immediately. Packaging was neat.,Negative,38,19
847,Blender,Home & Kitchen,2,"Terrible quality, looks nothing like the pictures online.",Negative,61,3
848,Novel,Books,1,Product arrived damaged and return process was a nightmare.,Negative,49,10
849,Blender,Electronics,1,Product arrived damaged and return process was a nightmare. Recommended to friends.,Negative,40,12
850,Jeans,Sports,1,Shipping took forever and the product was defective on arrival. The size was perfect.,Negative,30,8
851,Novel,Clothing,2,Product arrived damaged and return process was a nightmare. Not what I expected though.,Negative,22,3
852,Novel,Sports,2,Product arrived damaged and return process was a nightmare.,Negative,21,11
854,Blender,Books,1,Very disappointed. Product broke after just two days.,Negative,31,12
855,Laptop,Electronics,1,Product arrived damaged and return process was a nightmare. Packaging was neat.,Negative,25,47
856,Python Guide,Home & Kitchen,2,Product arrived damaged and return process was a nightmare.,Negative,26,25
857,Novel,Sports,1,Customer service was rude and unhelpful. Never buying again. Good build quality.,Negative,52,37
858,Blender,Home & Kitchen,2,"Terrible quality, looks nothing like the pictures online.",Negative,54,41
859,Yoga Mat,Beauty,1,Not worth the price. Very cheap materials used. Not what I expected though.,Negative,38,12
860,Headphones,Electronics,1,Poor packaging and the item stopped working immediately.,Negative,35,38
861,Yoga Mat,Sports,1,Horrible experience from order to delivery. Avoid this seller. The size was perfect.,Negative,50,27
862,Blender,Beauty,1,Very disappointed. Product broke after just two days. The size was perfect.,Negative,25,18
864,T-Shirt,Home & Kitchen,1,Very disappointed. Product broke after just two days. Recommended to friends.,Negative,60,18
865,Blender,Sports,2,Shipping took forever and the product was defective on arrival.,Negative,48,48
866,Coffee Maker,Electronics,2,Extremely fragile. Broke on first use. Very disappointing. Would buy again.,Negative,51,12
867,Coffee Maker,Home & Kitchen,2,Poor packaging and the item stopped working immediately. Packaging was neat.,Negative,23,12
868,Novel,Books,2,Very disappointed. Product broke after just two days.,Negative,39,27
869,Jeans,Beauty,1,Shipping took forever and the product was defective on arrival. Not what I expected though.,Negative,31,1
870,Python Guide,Sports,2,Very disappointed. Product broke after just two days.,Negative,20,9
871,Novel,Clothing,2,Shipping took forever and the product was defective on arrival.,Negative,29,21
872,Yoga Mat,Clothing,2,Not worth the price. Very cheap materials used. The size was perfect.,Negative,53,12
873,Dumbbells,Electronics,1,Worst purchase ever. Complete waste of money.,Negative,29,8
875,Yoga Mat,Home & Kitchen,2,Customer service was rude and unhelpful. Never buying again. Recommended to friends.,Negative,19,13
876,Coffee Maker,Clothing,1,Customer service was rude and unhelpful. Never buying again.,Negative,19,47
877,Blender,Electronics,1,Worst purchase ever. Complete waste of money. Very impressed overall.,Negative,32,19
878,Jeans,Beauty,1,Worst purchase ever. Complete waste of money.,Negative,40,14
879,Shampoo,Books,1,Product arrived damaged and return process was a nightmare. Delivery was quick.,Negative,46,31
880,Yoga Mat,Books,2,Shipping took forever and the product was defective on arrival.,Negative,34,32
881,Coffee Maker,Electronics,1,Poor packaging and the item stopped working immediately.,Negative,49,16
882,Shampoo,Electronics,2,Very disappointed. Product broke after just two days.,Negative,24,23
883,Jeans,Home & Kitchen,1,Shipping took forever and the product was defective on arrival. Recommended to friends.,Negative,47,29
884,Novel,Electronics,1,"Terrible quality, looks nothing like the pictures online.",Negative,45,12
885,Blender,Home & Kitchen,1,Customer service was rude and unhelpful. Never buying again. Delivery was quick.,Negative,31,46
886,Headphones,Home & Kitchen,2,Not worth the price. Very cheap materials used. Recommended to friends.,Negative,61,47
887,T-Shirt,Sports,2,Extremely fragile. Broke on first use. Very disappointing.,Negative,47,15
888,Face Cream,Books,1,"Terrible quality, looks nothing like the pictures online.",Negative,34,1
889,Jeans,Beauty,1,Customer service was rude and unhelpful. Never buying again.,Negative,49,16
890,Shampoo,Books,2,Shipping took forever and the product was defective on arrival.,Negative,63,31
891,Headphones,Books,1,Product arrived damaged and return process was a nightmare. Good build quality.,Negative,23,42
892,Headphones,Sports,2,"Terrible quality, looks nothing like the pictures online.",Negative,41,7
893,Jeans,Home & Kitchen,1,Very disappointed. Product broke after just two days. Packaging was neat.,Negative,23,2
894,Headphones,Home & Kitchen,2,Not worth the price. Very cheap materials used.,Negative,44,11
895,Yoga Mat,Electronics,1,Horrible experience from order to delivery. Avoid this seller. Delivery was quick.,Negative,35,19
896,Headphones,Sports,2,Customer service was rude and unhelpful. Never buying again.,Negative,41,15
897,Coffee Maker,Electronics,1,Product arrived damaged and return process was a nightmare. Would buy again.,Negative,54,13
898,Python Guide,Sports,2,Very disappointed. Product broke after just two days. Would buy again.,Negative,41,15
899,Yoga Mat,Electronics,1,Horrible experience from order to delivery. Avoid this seller. Packaging was neat.,Negative,55,48
901,Novel,Books,2,"Terrible quality, looks nothing like the pictures online. Delivery was quick.",Negative,57,48
902,T-Shirt,Books,1,Product arrived damaged and return process was a nightmare. Delivery was quick.,Negative,64,32
903,Blender,Beauty,2,Shipping took forever and the product was defective on arrival. Packaging was neat.,Negative,32,29
904,Shampoo,Home & Kitchen,1,Poor packaging and the item stopped working immediately. The size was perfect.,Negative,28,11
905,Headphones,Beauty,2,Poor packaging and the item stopped working immediately. Not what I expected though.,Negative,39,14
907,T-Shirt,Beauty,1,Product arrived damaged and return process was a nightmare. Would buy again.,Negative,18,27
908,Novel,Books,1,"Terrible quality, looks nothing like the pictures online.",Negative,35,22
909,Coffee Maker,Home & Kitchen,1,Worst purchase ever. Complete waste of money.,Negative,61,13
910,Headphones,Clothing,2,Poor packaging and the item stopped working immediately. Not what I expected though.,Negative,29,29
911,Shampoo,Books,2,Very disappointed. Product broke after just two days. Packaging was neat.,Negative,60,32
912,Coffee Maker,Electronics,1,Poor packaging and the item stopped working immediately. Not what I expected though.,Negative,45,44
913,Headphones,Sports,2,Extremely fragile. Broke on first use. Very disappointing. The size was perfect.,Negative,57,14
914,Face Cream,Clothing,2,Product arrived damaged and return process was a nightmare.,Negative,24,6
915,Python Guide,Home & Kitchen,2,Horrible experience from order to delivery. Avoid this seller. Good build quality.,Negative,40,14
916,Coffee Maker,Beauty,1,Very disappointed. Product broke after just two days. Would buy again.,Negative,38,41
917,Python Guide,Beauty,1,Very disappointed. Product broke after just two days.,Negative,51,45
918,T-Shirt,Clothing,1,Worst purchase ever. Complete waste of money.,Negative,28,37
919,Dumbbells,Home & Kitchen,1,Horrible experience from order to delivery. Avoid this seller. The size was perfect.,Negative,39,45
920,Face Cream,Clothing,2,Horrible experience from order to delivery. Avoid this seller. Delivery was quick.,Negative,59,43
921,Blender,Home & Kitchen,2,Extremely fragile. Broke on first use. Very disappointing. Recommended to friends.,Negative,52,10
